blue x
0 41833.8
1 41833.9
1 41834.4
0 41834.8
1 41835.0
0 41835.1
1 41838.7
1 41839.8
0 41839.9
0 41840.2
0 41844.0
0 41845.6
1 41847.0
0 41847.1
0 41847.8
1 41848.1
0 41849.3
0 41850.0
0 41851.1
1 41852.0
0 41853.7
1 41858.6
0 41860.9
0 41865.4
0 41866.7
1 41867.9
0 41868.0
1 41869.3
0 41869.4
0 41870.2
1 41873.5
0 41874.4
1 41875.4
1 41876.3
0 41876.5
0 41878.2
0 41878.3
0 41879.3
1 41880.0
0 41881.0
0 41881.1
0 41883.6
0 41884.1
0 41885.0
1 41886.2
0 41887.7
0 41888.2
1 41888.4
0 41888.9
0 41890.6
1 41892.0
0 41893.7
0 41894.8
0 41895.7
0 41897.3
0 41899.1
1 41899.2
0 41900.0
1 41901.6
0 41902.3
0 41903.4
0 41903.6
1 41904.6
1 41904.7
0 41910.4
0 41911.6
0 41915.2
1 41916.0
1 41917.6
1 41918.0
0 41919.7
0 41922.4
0 41922.7
0 41923.4
1 41925.7
0 41926.4
0 41926.6
1 41926.7
1 41926.8
0 41927.5
0 41928.0
1 41928.4
1 41931.1
0 41931.4
0 41932.1
0 41936.0
1 41939.4
1 41940.0
1 41940.7
0 41943.1
0 41947.1
1 41947.4
1 41947.8
0 41949.7
0 41951.5
0 41951.8
0 41952.0
1 41953.9
1 41954.4
1 41954.5
1 41955.5
0 41955.8
0 41956.4
0 41956.6
0 41958.4
1 41961.0
0 41961.1
0 41962.3
0 41962.6
0 41963.6
0 41964.0
1 41964.8
1 41965.2
1 41966.6
0 41967.7
0 41968.0
0 41969.2
0 41972.5
0 41972.6
0 41973.6
0 41976.0
0 41981.0
0 41981.2
0 41982.6
1 41985.0
0 41988.6
1 41990.4
1 41991.0
0 41992.6
0 41995.2
0 41996.5
1 41996.8
1 41996.9
0 41997.5
0 41998.7
0 41999.0
0 41999.5
1 41999.9
1 42000.0
0 42000.1
0 42001.8
1 42004.3
1 42004.7
0 42006.8
1 42007.4
0 42007.8
0 42007.9
0 42008.9
1 42009.6
0 42010.7
0 42012.1
0 42014.9
1 42015.0
1 42015.7
0 42016.3
0 42019.0
0 42020.5
0 42020.6
0 42021.0
0 42023.3
0 42024.0
0 42025.0
1 42027.6
1 42028.2
1 42028.8
1 42030.4
1 42038.2
0 42038.9
1 42039.7
1 42042.7
0 42042.8
1 42048.0
0 42048.7
0 42049.9
0 42056.0
0 42056.5
1 42057.5
0 42059.4
0 42059.8
1 42061.0
1 42062.0
1 42063.4
0 42063.7
1 42064.9
0 42065.9
0 42067.6
0 42067.8
0 42068.2
1 42071.4
0 42072.0
0 42073.6
1 42075.1
0 42076.7
0 42077.0
1 42078.5
0 42079.7
0 42080.0
0 42084.0
0 42084.8
0 42088.3
0 42089.4
1 42096.0
1 42096.4
0 42097.6
0 42103.0
0 42104.3
0 42108.0
0 42108.5
0 42109.2
0 42114.5
0 42115.2
0 42118.6
0 42120.0
1 42121.2
1 42123.4
1 42124.9
1 42129.1
0 42129.4
0 42129.6
0 42130.6
0 42132.2
1 42133.0
1 42133.6
0 42144.0
0 42145.3
1 42145.9
0 42146.4
1 42147.6
0 42148.6
0 42149.2
1 42149.6
0 42152.0
0 42152.6
0 42152.8
0 42153.0
0 42156.4
1 42157.7
0 42163.7
0 42168.0
0 42168.2
1 42168.5
0 42169.8
1 42172.2
0 42174.7
0 42179.3
0 42179.5
1 42179.6
0 42180.0
0 42180.7
1 42182.9
0 42183.4
0 42184.9
1 42187.2
0 42187.4
0 42190.2
0 42190.8
1 42191.0
0 42192.0
0 42192.1
0 42193.8
0 42195.6
1 42200.4
0 42201.5
0 42202.7
0 42204.7
0 42205.3
1 42205.4
1 42208.3
0 42208.4
0 42209.3
1 42210.2
0 42213.1
1 42215.9
0 42216.5
0 42220.0
1 42221.5
1 42223.6
1 42224.8
0 42228.0
0 42230.2
0 42231.6
1 42233.5
1 42235.3
0 42235.4
0 42235.9
0 42239.2
1 42240.0
1 42241.2
0 42243.4
1 42243.7
1 42244.0
0 42244.1
1 42244.2
1 42244.4
1 42245.2
1 42245.5
1 42246.0
0 42246.5
0 42246.7
0 42246.8
0 42247.3
0 42252.0
0 42252.7
0 42253.2
0 42254.2
0 42254.8
1 42258.2
0 42258.8
1 42259.1
1 42261.4
0 42263.6
0 42264.0
0 42266.9
1 42269.4
0 42270.0
0 42272.3
0 42273.0
0 42275.4
0 42276.0
0 42281.4
0 42287.3
0 42287.4
1 42287.5
1 42288.0
1 42288.2
1 42290.4
0 42292.0
1 42292.6
0 42292.8
0 42293.6
0 42294.8
0 42295.9
0 42298.4
0 42300.0
1 42301.6
0 42303.4
0 42311.0
0 42311.6
1 42312.0
1 42312.6
0 42313.4
0 42314.0
1 42316.6
0 42317.6
0 42320.0
1 42323.3
1 42323.4
1 42325.8
1 42327.8
1 42329.8
1 42330.7
0 42331.0
1 42331.8
0 42332.0
0 42332.4
0 42332.6
0 42333.6
0 42333.7
1 42333.8
1 42335.5
1 42336.0
0 42337.7
1 42338.5
1 42339.6
0 42340.9
0 42341.0
1 42341.8
0 42342.2
0 42342.4
1 42345.2
1 42346.2
0 42347.6
1 42348.4
1 42350.4
0 42352.2
1 42354.7
1 42356.3
0 42356.6
0 42357.0
0 42359.9
0 42360.0
0 42360.8
1 42361.1
0 42361.2
0 42367.8
0 42368.3
1 42369.0
1 42370.8
1 42370.9
0 42371.0
0 42371.9
0 42372.0
1 42372.5
0 42373.1
0 42373.4
1 42373.6
1 42374.9
0 42377.9
1 42379.4
0 42380.9
1 42383.3
1 42384.0
1 42384.2
1 42387.0
0 42387.7
0 42389.0
1 42389.2
0 42390.0
0 42390.1
0 42391.8
0 42393.7
0 42394.1
0 42394.8
0 42395.9
0 42396.7
1 42399.2
0 42401.0
1 42401.4
0 42402.8
0 42403.4
0 42403.6
0 42406.8
0 42408.8
1 42409.0
0 42410.3
0 42411.6
0 42411.8
1 42417.6
0 42419.5
1 42420.0
1 42420.1
0 42420.7
1 42420.8
0 42421.9
0 42422.9
0 42423.1
1 42423.4
0 42423.5
0 42423.6
1 42423.7
1 42426.0
0 42426.1
1 42430.2
0 42431.9
0 42432.0
0 42433.2
0 42435.7
1 42436.8
0 42436.9
0 42439.9
1 42441.1
1 42443.0
0 42443.8
0 42445.1
1 42446.3
1 42447.4
0 42448.0
1 42452.5
1 42454.0
0 42454.1
1 42454.3
0 42454.8
0 42455.2
1 42457.0
0 42460.3
1 42460.8
0 42461.0
1 42461.4
0 42462.0
0 42466.4
0 42466.6
0 42467.0
1 42468.0
0 42468.4
0 42469.7
0 42470.4
0 42473.8
0 42476.3
0 42477.0
0 42478.6
1 42479.4
1 42480.0
0 42482.2
1 42482.3
0 42483.0
0 42487.6
0 42488.2
0 42488.6
1 42488.8
1 42489.8
0 42491.6
1 42492.0
1 42493.0
0 42493.2
0 42494.9
0 42497.6
0 42499.9
0 42500.0
0 42501.2
1 42501.4
1 42502.4
1 42502.8
0 42504.0
0 42504.4
0 42505.1
0 42505.8
0 42508.1
1 42509.5
0 42510.2
0 42510.5
0 42511.0
1 42514.3
0 42516.0
0 42519.2
1 42519.5
0 42520.6
1 42521.6
0 42523.4
0 42524.5
0 42524.8
0 42525.0
0 42525.6
0 42528.0
0 42528.6
0 42529.4
1 42530.9
0 42533.8
0 42534.2
0 42534.4
0 42534.5
1 42534.6
1 42534.8
0 42535.0
0 42536.5
1 42537.5
0 42538.0
1 42538.8
1 42539.3
0 42540.0
0 42540.1
0 42540.6
0 42547.4
0 42548.6
0 42550.3
0 42551.0
0 42552.0
0 42553.6
1 42553.7
0 42554.4
0 42555.0
0 42556.0
0 42557.5
0 42558.5
0 42561.0
0 42563.2
0 42564.0
0 42564.2
1 42565.1
0 42565.6
1 42567.7
1 42568.3
0 42569.8
0 42571.2
1 42572.4
0 42573.6
0 42574.0
1 42575.4
1 42575.6
1 42575.8
1 42577.3
0 42578.4
1 42581.0
1 42582.0
0 42587.2
0 42587.3
0 42588.0
0 42590.5
0 42592.3
0 42593.5
1 42595.2
0 42595.6
0 42595.7
0 42599.5
1 42600.0
0 42600.1
0 42601.4
1 42601.6
0 42604.1
0 42608.2
0 42608.9
0 42609.5
0 42610.9
1 42612.0
0 42614.8
1 42615.0
0 42616.4
0 42620.2
1 42620.3
0 42621.1
0 42621.6
0 42625.3
0 42625.9
1 42626.9
0 42628.6
0 42629.3
0 42629.6
1 42631.2
0 42631.3
0 42631.7
1 42633.7
0 42635.8
1 42638.8
0 42639.0
0 42640.0
1 42642.0
1 42644.2
1 42644.5
0 42645.0
0 42646.6
0 42646.7
0 42648.0
0 42648.2
1 42649.0
1 42650.9
0 42654.2
0 42654.6
1 42654.7
0 42656.4
1 42658.0
1 42660.5
0 42660.6
0 42661.1
1 42666.4
0 42667.6
0 42671.0
0 42672.0
0 42675.0
1 42677.8
0 42680.0
1 42680.4
1 42684.0
1 42685.9
0 42689.3
1 42692.0
1 42692.2
0 42692.3
0 42697.6
0 42702.0
1 42703.1
0 42706.4
1 42707.5
1 42708.0
0 42709.6
1 42711.2
0 42712.0
0 42712.1
0 42712.3
0 42712.4
0 42714.7
0 42716.9
0 42720.0
0 42720.7
0 42721.0
1 42722.9
0 42724.0
0 42724.9
0 42726.2
0 42726.6
1 42727.3
0 42727.4
1 42729.5
1 42730.3
0 42731.5
1 42731.8
0 42732.5
0 42735.2
1 42737.0
0 42738.4
1 42741.1
1 42741.8
0 42746.8
1 42747.6
0 42750.0
1 42751.2
1 42751.6
0 42753.8
1 42755.8
0 42756.0
0 42756.7
0 42758.0
0 42758.4
1 42759.1
1 42760.6
1 42761.2
0 42763.1
0 42764.9
1 42768.0
0 42769.2
1 42770.6
1 42771.0
1 42771.8
0 42772.8
0 42774.5
0 42774.6
0 42775.9
0 42776.6
1 42778.3
0 42780.0
1 42781.3
0 42782.9
1 42786.8
1 42788.5
0 42791.0
0 42793.0
1 42794.3
1 42794.4
0 42795.1
1 42797.8
1 42797.9
1 42799.1
1 42799.3
0 42800.0
0 42804.4
1 42805.6
1 42806.4
0 42806.6
0 42807.6
1 42811.9
1 42812.3
1 42812.9
0 42813.4
0 42814.2
1 42816.0
0 42823.8
0 42824.5
1 42824.9
1 42825.2
1 42828.0
0 42829.1
0 42831.1
1 42831.8
0 42836.3
0 42837.2
0 42837.8
0 42838.4
1 42840.0
1 42843.1
0 42843.2
0 42844.1
0 42846.0
1 42846.6
1 42847.1
1 42849.0
0 42850.8
1 42852.0
1 42852.4
1 42852.5
0 42854.5
0 42856.8
0 42858.5
0 42862.8
0 42864.0
0 42864.5
0 42866.9
1 42867.1
0 42869.5
0 42869.6
1 42871.2
0 42873.1
0 42873.6
0 42875.0
1 42875.4
0 42876.0
0 42878.4
1 42879.4
1 42882.0
0 42885.2
0 42885.7
0 42888.0
0 42889.2
1 42895.6
0 42899.3
0 42900.0
1 42901.3
0 42901.6
1 42903.7
1 42908.0
0 42908.6
0 42908.8
1 42911.0
1 42911.5
1 42911.8
0 42911.9
0 42915.6
0 42916.6
0 42916.9
1 42919.2
1 42919.7
1 42919.8
1 42920.5
0 42921.7
1 42922.9
0 42926.2
1 42929.0
1 42929.6
0 42936.0
1 42937.0
0 42939.1
0 42939.2
0 42940.8
1 42943.7
0 42943.9
0 42945.8
1 42946.1
0 42948.0
0 42948.6
0 42949.4
0 42952.6
1 42953.5
1 42953.9
0 42957.0
0 42957.1
0 42960.0
1 42961.1
1 42961.8
1 42964.7
0 42966.0
1 42966.5
1 42967.3
0 42969.6
1 42970.2
0 42970.9
0 42973.2
0 42976.0
1 42976.1
0 42978.1
1 42978.4
0 42979.7
0 42984.0
0 42984.5
0 42986.5
1 42987.4
0 42989.6
0 42991.0
0 42991.6
1 42992.0
0 42993.7
0 42994.3
0 42994.6
1 42994.9
1 42996.0
0 42998.0
0 42998.5
0 43000.0
0 43000.1
0 43000.2
1 43003.6
0 43004.2
1 43005.8
0 43006.2
0 43006.4
0 43006.9
0 43007.5
0 43008.0
1 43008.5
1 43009.0
1 43011.0
1 43012.6
1 43014.0
1 43014.2
0 43015.2
0 43017.2
0 43017.4
1 43020.0
1 43022.3
0 43023.7
0 43025.0
0 43025.2
0 43025.3
1 43026.8
0 43027.3
0 43027.9
0 43028.2
0 43030.9
0 43031.5
1 43032.0
1 43032.1
0 43032.8
0 43035.2
1 43035.5
1 43035.6
0 43035.8
0 43037.2
1 43039.2
1 43039.4
1 43039.8
1 43040.6
1 43044.0
0 43046.4
1 43047.4
1 43048.1
1 43049.0
1 43049.4
0 43049.5
0 43049.9
0 43050.0
0 43050.4
1 43051.3
0 43052.9
0 43054.4
1 43056.0
0 43058.9
0 43060.1
0 43063.1
0 43072.1
0 43073.9
1 43074.6
0 43077.8
0 43080.0
0 43082.6
0 43083.2
0 43084.4
1 43084.7
0 43085.0
0 43085.5
0 43088.6
1 43090.0
0 43092.0
0 43092.7
0 43093.2
1 43097.6
0 43098.1
0 43099.2
1 43100.5
1 43100.9
1 43101.0
1 43102.0
0 43102.1
0 43102.4
1 43102.8
1 43103.5
1 43106.6
0 43107.7
1 43110.0
1 43110.8
0 43111.6
0 43112.0
1 43113.0
0 43113.8
0 43114.1
0 43114.2
0 43114.4
0 43117.0
1 43117.3
0 43118.0
0 43119.5
0 43119.7
1 43119.8
1 43120.3
0 43123.3
0 43124.2
0 43125.1
0 43126.0
1 43126.1
0 43126.3
0 43127.0
0 43128.0
0 43128.1
0 43136.0
0 43136.5
1 43137.0
1 43137.5
1 43138.9
1 43139.3
0 43139.6
0 43141.0
0 43141.3
1 43142.4
1 43143.2
0 43149.2
0 43149.5
0 43150.8
0 43150.9
1 43157.0
0 43158.0
0 43159.9
1 43160.6
1 43161.0
0 43161.7
0 43163.9
0 43164.2
0 43166.3
0 43168.1
0 43168.8
0 43170.0
1 43174.4
1 43174.7
1 43176.0
0 43177.3
0 43180.7
0 43182.4
0 43183.2
0 43184.4
0 43185.6
0 43188.0
1 43190.9
1 43193.5
0 43194.6
1 43197.6
1 43200.0
1 43200.4
0 43202.5
1 43204.7
1 43204.8
1 43206.4
1 43206.7
1 43207.6
0 43211.2
0 43215.6
1 43218.0
1 43218.2
1 43218.8
0 43219.4
1 43221.7
1 43222.2
0 43223.8
0 43224.0
0 43227.6
0 43230.0
1 43233.5
0 43233.6
0 43233.8
0 43238.5
0 43240.4
1 43240.7
0 43244.8
0 43245.7
1 43246.9
0 43247.4
0 43248.0
0 43248.2
0 43248.6
1 43250.4
0 43251.1
0 43251.2
1 43252.3
1 43254.0
0 43258.1
0 43259.0
1 43259.5
0 43260.0
1 43263.1
0 43263.5
0 43263.6
1 43267.3
0 43268.4
0 43271.9
1 43272.0
0 43275.1
1 43275.4
1 43276.3
0 43276.4
1 43277.9
0 43279.9
0 43281.6
1 43282.6
1 43284.0
0 43284.8
1 43286.0
1 43288.2
1 43288.4
1 43290.0
0 43291.2
0 43291.6
0 43292.2
1 43293.0
1 43296.0
1 43297.0
0 43297.6
0 43299.2
1 43299.6
1 43300.0
0 43300.1
0 43300.2
0 43300.3
1 43300.4
0 43300.9
0 43301.9
1 43302.4
1 43302.8
1 43303.0
0 43305.0
0 43306.3
1 43308.0
1 43308.2
1 43313.5
0 43315.4
0 43315.7
0 43316.5
1 43317.6
0 43320.0
0 43320.2
0 43320.6
0 43321.4
1 43321.8
0 43323.6
0 43326.4
1 43327.6
0 43328.0
0 43331.3
0 43331.4
1 43334.4
1 43336.1
0 43339.2
0 43340.2
1 43343.5
0 43344.0
1 43344.2
1 43344.4
1 43344.5
1 43344.6
0 43345.4
1 43345.8
0 43346.8
0 43348.9
0 43349.9
0 43350.0
0 43350.1
0 43352.2
0 43352.3
0 43353.5
0 43355.5
1 43356.0
1 43356.8
0 43358.4
0 43359.0
1 43365.4
1 43365.5
0 43366.1
0 43368.0
1 43369.9
1 43371.1
0 43371.2
1 43375.7
1 43380.0
0 43381.0
0 43385.5
0 43390.0
1 43392.0
1 43392.1
1 43392.5
1 43393.0
0 43393.8
0 43393.9
1 43394.0
0 43394.4
1 43396.0
0 43396.4
0 43396.9
1 43400.0
0 43400.9
0 43401.2
0 43401.5
0 43403.2
0 43403.6
0 43403.8
1 43404.5
1 43407.0
0 43407.2
0 43408.4
1 43409.2
1 43410.0
1 43410.5
1 43410.8
0 43412.0
1 43413.1
1 43413.7
0 43415.5
1 43416.7
0 43417.2
1 43417.3
1 43420.6
0 43420.7
0 43420.8
1 43422.0
0 43425.0
1 43426.0
1 43426.3
0 43427.4
0 43428.0
1 43428.5
0 43429.0
1 43430.8
0 43430.9
1 43432.1
0 43435.1
1 43435.7
0 43436.2
1 43440.0
1 43441.4
0 43442.0
1 43442.4
0 43442.5
0 43444.7
0 43445.0
1 43445.5
0 43447.1
0 43450.8
1 43452.8
0 43453.0
0 43457.8
1 43457.9
0 43464.0
0 43467.7
0 43469.3
0 43470.0
0 43471.2
0 43471.8
0 43473.0
0 43474.1
1 43475.4
0 43476.0
0 43478.2
0 43478.8
0 43479.2
0 43480.0
0 43481.5
1 43482.0
1 43486.3
1 43487.3
0 43487.9
0 43488.0
1 43489.7
1 43491.1
1 43491.4
1 43495.7
0 43496.0
0 43496.5
1 43496.8
1 43496.9
0 43499.0
1 43499.9
1 43500.0
0 43500.2
0 43501.4
1 43503.7
0 43504.0
1 43504.7
1 43511.2
1 43511.3
0 43512.0
0 43516.8
0 43518.1
0 43518.7
0 43519.1
0 43521.6
0 43523.0
0 43524.0
0 43524.2
0 43524.4
0 43526.3
0 43527.4
1 43528.3
1 43530.5
0 43533.6
1 43534.1
1 43534.9
1 43535.8
1 43536.0
0 43536.4
0 43537.0
0 43537.1
1 43537.6
0 43537.9
1 43540.7
1 43541.3
1 43541.6
0 43543.1
0 43543.9
1 43547.5
1 43548.4
0 43549.9
1 43551.2
0 43552.3
1 43553.4
0 43555.9
1 43559.0
0 43560.0
0 43562.4
1 43563.6
1 43565.8
0 43567.8
1 43568.4
1 43568.5
0 43569.0
0 43570.1
0 43573.3
1 43573.7
0 43574.4
0 43575.1
0 43576.3
1 43577.3
0 43580.0
1 43583.8
1 43584.0
0 43584.5
0 43585.1
1 43586.0
0 43589.3
0 43590.1
1 43590.2
0 43591.4
0 43592.0
0 43594.3
1 43596.6
0 43600.0
0 43600.1
0 43601.3
0 43604.2
1 43606.0
0 43606.7
0 43608.5
1 43609.0
0 43609.2
0 43609.9
1 43610.0
0 43614.2
1 43615.0
1 43615.8
0 43620.0
0 43621.8
0 43622.5
1 43622.6
1 43626.0
1 43626.2
0 43627.2
0 43628.0
0 43628.9
1 43630.3
0 43630.8
0 43632.5
1 43632.7
1 43634.9
1 43635.1
0 43636.8
0 43643.4
1 43644.8
1 43645.3
0 43646.5
0 43647.5
0 43648.3
0 43656.0
0 43658.4
1 43659.1
0 43660.2
0 43660.9
1 43661.3
0 43661.4
0 43661.9
1 43662.7
1 43664.0
0 43664.2
0 43664.6
0 43666.4
1 43671.7
0 43674.0
1 43674.8
1 43675.4
0 43677.1
0 43678.3
0 43678.4
0 43678.8
1 43679.3
0 43680.0
0 43680.2
1 43680.4
0 43680.5
1 43680.7
0 43681.9
0 43687.1
0 43687.6
1 43692.0
1 43692.2
0 43692.5
0 43693.0
0 43694.3
0 43694.5
0 43696.8
0 43698.2
1 43699.4
0 43699.8
1 43700.4
0 43700.6
1 43701.0
1 43701.4
0 43704.0
0 43707.5
1 43708.8
0 43709.3
0 43709.9
1 43710.5
0 43711.6
1 43714.0
0 43715.4
0 43715.8
0 43718.8
1 43719.1
1 43721.6
0 43721.9
0 43722.5
1 43722.6
1 43722.7
0 43725.2
0 43726.1
1 43726.2
0 43728.0
1 43731.1
0 43731.5
0 43732.8
1 43735.6
1 43736.3
0 43736.5
0 43740.0
0 43741.3
0 43743.6
1 43744.7
0 43745.5
1 43747.9
0 43748.9
1 43749.6
0 43751.5
1 43752.0
0 43755.1
0 43756.2
1 43757.2
0 43759.3
1 43759.6
0 43760.5
1 43764.0
1 43764.5
1 43766.2
0 43774.2
0 43774.7
0 43774.8
0 43774.9
1 43775.0
0 43775.4
1 43775.5
1 43776.0
1 43776.2
0 43782.4
1 43783.0
1 43783.6
1 43785.5
0 43785.7
0 43785.8
1 43788.0
0 43790.2
1 43791.4
1 43793.2
0 43794.4
1 43796.8
0 43797.8
0 43798.0
0 43798.1
0 43800.0
0 43803.8
1 43804.3
0 43806.8
0 43808.4
1 43808.9
0 43809.1
0 43812.0
1 43814.0
0 43814.5
0 43814.9
1 43815.2
1 43816.3
1 43816.4
1 43817.8
0 43820.2
1 43820.3
1 43822.2
1 43823.5
1 43824.0
0 43824.2
0 43825.0
1 43825.3
0 43828.1
1 43828.2
0 43829.4
1 43829.8
1 43830.6
0 43831.8
0 43832.8
0 43834.4
1 43834.7
1 43839.0
0 43840.0
0 43844.3
0 43844.6
1 43844.8
0 43845.1
0 43846.0
0 43846.2
0 43846.8
0 43848.0
1 43848.2
1 43848.6
0 43851.8
0 43852.1
1 43853.2
1 43854.0
0 43855.6
0 43856.8
1 43858.2
0 43859.4
0 43860.0
0 43860.6
1 43861.0
1 43861.1
1 43867.2
0 43868.2
0 43868.3
1 43870.3
0 43870.4
0 43870.7
1 43872.0
1 43872.6
0 43874.0
0 43874.2
0 43875.4
0 43876.3
0 43879.0
0 43879.2
0 43879.4
1 43881.0
0 43882.0
0 43882.2
1 43882.3
0 43882.4
1 43883.4
1 43892.6
0 43895.3
0 43895.5
0 43896.0
0 43896.1
0 43897.4
0 43899.7
1 43901.0
1 43902.4
0 43903.1
1 43903.6
1 43905.0
0 43905.4
1 43908.0
0 43911.0
0 43913.6
0 43917.4
0 43919.2
0 43920.0
0 43920.5
0 43921.2
0 43922.3
0 43924.6
1 43927.9
0 43929.2
0 43929.4
0 43929.5
1 43929.8
0 43933.7
1 43934.2
1 43934.4
0 43935.2
0 43935.8
0 43938.0
0 43938.2
0 43939.3
0 43941.2
1 43941.4
0 43944.0
0 43946.4
1 43947.0
1 43948.0
0 43948.6
0 43950.7
0 43952.9
1 43953.6
0 43955.2
1 43955.8
1 43955.9
0 43956.0
0 43958.0
0 43961.4
0 43963.2
0 43963.9
0 43964.2
0 43967.0
1 43971.2
1 43975.2
1 43976.0
1 43976.3
1 43978.0
1 43978.6
0 43980.0
0 43980.2
0 43980.7
0 43985.0
1 43987.1
0 43987.8
1 43988.6
1 43989.0
1 43989.6
0 43990.3
0 43992.0
0 43992.2
0 43994.0
0 43995.1
1 43998.5
0 43999.9
0 44000.0
0 44000.3
0 44000.4
0 44000.5
0 44001.5
0 44002.4
1 44003.3
0 44004.0
0 44006.3
0 44006.5
0 44007.0
0 44008.1
1 44009.0
0 44012.4
1 44013.5
0 44013.6
0 44015.5
1 44016.0
0 44017.4
0 44019.8
0 44021.4
0 44021.5
0 44021.8
0 44022.7
0 44022.8
0 44023.0
0 44023.2
0 44025.0
1 44026.2
0 44026.8
1 44028.0
1 44029.1
1 44030.4
1 44030.8
1 44035.7
0 44039.6
1 44040.0
0 44040.5
0 44041.4
0 44044.0
0 44046.0
0 44047.2
1 44047.7
0 44047.8
0 44048.4
1 44049.0
1 44050.0
0 44050.4
0 44052.0
1 44052.5
1 44052.8
0 44054.2
0 44055.6
1 44056.0
0 44057.2
0 44058.7
0 44059.4
1 44060.0
1 44060.3
0 44060.8
1 44060.9
1 44063.2
0 44064.0
0 44067.1
0 44069.0
1 44069.6
1 44070.5
0 44070.7
0 44071.1
1 44074.4
0 44074.8
1 44075.3
1 44076.0
1 44077.1
1 44079.0
1 44080.0
1 44080.3
1 44080.8
1 44082.0
0 44083.2
0 44089.3
0 44090.5
1 44097.2
1 44100.0
1 44101.3
1 44101.6
1 44102.6
1 44104.4
0 44107.6
1 44109.1
0 44112.0
1 44114.5
0 44114.8
0 44115.6
1 44117.3
0 44119.7
1 44119.9
0 44123.8
0 44124.0
1 44124.5
1 44124.6
1 44125.2
0 44126.2
0 44127.8
0 44128.8
0 44129.0
1 44129.6
0 44130.5
0 44131.8
1 44132.6
0 44135.2
0 44137.3
0 44139.2
1 44140.4
0 44142.2
1 44144.8
0 44144.9
1 44148.4
1 44149.3
1 44150.0
1 44151.0
0 44153.2
0 44153.9
1 44154.4
1 44156.8
1 44160.0
0 44160.6
1 44161.0
1 44166.0
1 44166.8
1 44167.2
1 44172.0
1 44173.2
1 44176.0
1 44176.8
0 44182.6
0 44184.1
0 44185.9
0 44187.6
0 44188.6
0 44188.9
1 44190.5
0 44196.4
0 44197.7
1 44198.4
0 44200.1
0 44204.2
1 44204.6
1 44205.1
0 44208.0
0 44208.6
1 44209.0
1 44215.2
0 44216.6
1 44219.9
1 44220.0
1 44220.4
1 44220.5
0 44221.0
0 44224.9
1 44227.4
1 44232.8
0 44234.4
1 44235.1
0 44236.9
1 44237.3
1 44240.0
1 44240.8
1 44242.0
1 44246.9
1 44248.0
1 44249.3
0 44249.4
0 44249.8
0 44249.9
1 44250.5
0 44250.6
1 44251.2
0 44254.3
0 44256.0
1 44256.4
0 44256.8
0 44260.2
0 44260.3
0 44260.6
0 44260.8
0 44262.2
0 44263.8
0 44264.4
0 44265.7
0 44266.1
0 44267.6
1 44268.0
0 44268.2
1 44271.2
1 44271.5
0 44272.9
1 44275.4
0 44280.0
0 44280.8
0 44283.4
0 44285.8
0 44285.9
1 44287.0
0 44293.7
1 44294.2
1 44296.6
0 44298.0
1 44298.2
0 44299.1
1 44299.9
1 44300.2
1 44304.0
0 44306.2
0 44306.5
0 44310.0
1 44310.5
0 44310.7
0 44312.6
0 44313.8
1 44316.0
0 44320.9
1 44323.0
0 44324.4
0 44325.8
0 44328.0
0 44328.6
1 44328.8
0 44329.1
1 44331.6
0 44336.5
1 44336.6
0 44340.0
0 44341.6
0 44342.9
0 44344.1
0 44345.0
0 44346.0
1 44347.1
0 44348.8
0 44351.5
0 44352.0
1 44353.7
0 44354.0
0 44356.0
0 44356.1
1 44356.2
0 44356.3
0 44356.4
1 44359.1
0 44359.9
1 44361.0
0 44361.2
1 44362.6
1 44364.6
0 44366.2
1 44367.0
1 44368.7
1 44369.4
0 44369.8
0 44371.6
0 44373.0
1 44373.2
1 44376.0
1 44377.7
0 44382.4
0 44382.5
1 44382.6
1 44382.8
1 44385.6
0 44387.8
0 44387.9
1 44388.0
0 44391.8
0 44394.5
1 44396.8
1 44400.0
0 44401.6
1 44402.8
1 44403.1
0 44403.8
0 44405.2
0 44405.8
1 44405.9
1 44406.1
1 44406.5
1 44408.6
0 44410.6
0 44411.0
0 44411.8
0 44415.5
1 44416.3
0 44423.5
1 44425.1
0 44427.2
1 44430.5
0 44430.7
0 44432.4
0 44433.6
0 44436.0
0 44438.4
1 44438.5
0 44440.0
1 44440.2
1 44442.0
0 44442.5
0 44443.1
0 44444.0
0 44445.0
0 44448.7
0 44450.2
1 44450.4
0 44450.8
0 44451.2
1 44452.8
1 44459.2
1 44460.0
0 44462.8
0 44465.2
1 44466.1
0 44467.9
1 44468.0
0 44470.2
1 44475.1
0 44477.3
1 44478.1
1 44479.7
0 44481.0
0 44482.6
0 44483.3
1 44483.5
0 44484.1
1 44485.8
0 44487.2
1 44488.7
0 44489.5
1 44490.0
0 44490.2
0 44493.5
0 44494.6
0 44496.0
1 44496.1
0 44498.6
0 44500.0
0 44500.1
1 44500.7
1 44502.0
1 44502.1
0 44502.2
1 44504.8
0 44508.0
1 44508.5
0 44508.6
1 44512.4
1 44512.7
1 44513.0
0 44513.2
1 44514.8
1 44517.6
1 44520.0
0 44520.5
1 44520.6
1 44525.6
0 44528.4
0 44530.0
0 44531.5
1 44532.1
0 44534.3
1 44535.4
0 44537.6
1 44538.2
0 44539.8
1 44541.8
0 44544.0
1 44545.0
1 44545.7
1 44545.9
1 44547.7
1 44550.5
